sentence	label
الكلب كلب زايد	1
كل ما حولي ي خنق ني وكأن ي شجرة ت غرق م ن كثرة الماء	0
امرأة قوية	1
الفيصلي الرقم الأسهل الهدف الثاني	1
نعزي أنفسنا على وجودكم	0
الكلب يحب خانقو	1
هههههههههههههههههههههههههه أقولك حول على جوجو أصرف لك	0
اللواط رذيلة من أسوأ الرذائل خصلة من خصال الشر مميتا للحياء فسادا للأخلاق فسادا للقلب اعتداء شديد على الطبيعة التي ركبها الله عز وجل بل جريمة نكراء تعافها البهائم والحيوانات	1
انا حزينه ع جدولي الي كل شويا يتغير و يزيد سوء	0
انا بعملك ريتويت او لايك مش جايبة امى وجاين نقرا فاتحتك عليا	0
درتوا العار يا قناة الحوار مع هاليهودي مداهنة واضحة لليهودية وما تستغربوش شباب جاهلة توانسة يتعدوا لداعش من التبغديد	1
يدعي النضال و هو اكبر منافق عدا سنين يضرب في الأورو في أوروبا و كي تحركت الرجال و نحت بن علي الكلب ركب عالأحداث و رجع يتبكى بدعوى المنفى	1
دە یەک دوو تیپسم بەرێ لەسەر طەصویرەکەی	0
سنبل أكبر منافق في تاريخ البشرية	1
خلقناكم شعوبا وقبائل لتعارفوا ان اكرمكم عند الله اتقاكم عندما تترك الاسلام يكون حالنا كحال البهائم العقيده والدين مع الله والاخلاق والمعامله مع الناس محتصر مفيد	0
أفمنن ي مشي م كبا على وجهه أ هدى أمن يمشي سويا ع ل ى صراط م ست قيم يا رب ترحمنا برحمتك التي أوسع من كل شيء و ت دخلنا جنتك من غير عقاب	0
ريم الرياحي محترمة	1
اني ديما يعجلني بدر	1
فنانة حلوة تعجبني و يعجبني صوتها	1
اكيد ريما و انا أشهد مستحيل نلاقي من يحب يارا مثلك و عندي دليل مهم على هذا ربنا يحفظك و يارا اكيد تعرف انو ما في مثلك	1
الله يرحمها ويغفر لها ويسكنها فسيح جناته ويلهمكم الصبر والسلوان وان لله وانا اليه راجعون البقاء لله	0
إن معهد جيتاس المسج ل بوزارة الت كوين والتشغيل تحت رقم11 والفخور بأن در ب سريعا ومعم قا شهادة معترف بها لدى المؤس سات في مجال ألآلاف من داخل تونس وخارجها يضع مكو نيه الخبراء ومهندسيه المختص ين ليوف ر لك	1
عجبتني الحلقة اخدم ربي يعينك	1
يا حى يا قيوم برحمتك استغيث اصلح لى شأنى ك ل ه ولا ت ك لنى إلى نفسي طرفة عين	0
أستمع الآن إلى محمد أحمد العجمي	0
محلا زينو	1
بجد قليل الحياء	1
يصدق حظكك ي الأصيل	0
انا ينادوني بطه من يومي صغيره	0
الصافي محلاه الجزايريين كل نحبوه	1
شكيب ممصطك يا راجل ظاهر يا بابا يامي يزيك من التنوفيق	1
مصالح تحت البطانة وخلف الكواليس وما خفي كان اعظم	0
ربي معاك ارمستا واصل الديو مع الفنانين الكبار برافو	1
قهوة هذا المساء م ذهلة جد ا	0
في ناس يبان عليهم ف عيونهم كيفي ومفضوحين وفي الناس يقدروا يتصنعوا ويجااملووا يعني ع حسب الشخص و تعامله معاك ومانحبش نركز ف تفاصيل الشخص يلي مش قريبين مني لانهم ما يهمونيش وما يهمنيش يحبني ولا يكرهني لانه قرار يرجعلهمpic	0
جوالي لوسمحت مثل ماتخلص بسرعه اشحن بسرعه طيب	0
تفوه عليكم وعليها يا اعلام العار يا اعلام المثلية قناة الحوار التونسي تستاهل الحرق تجبدو في مواضيع كي وجوهكم يا خماج احنا مسلمين وديننا الاسلام إذا كان ربي قوم لوط قلب بيهم الارض باش دجيو انتوما وتقولوا عندهم الحق وبعد تقولوا شنوما المصائب الي جاونا ربي اجرنا من خزي الدنيا ولا تاخذنا بما فعل السفهاء بنا	1
تحسو احول وماسط شوييييا	1
سبع افكار وحيل لتبسيط العمل بالورشة ستفيدك جدا وسنتدهش من بساطتها واهميتها	1
المفروض إنك هتعرف ف الآخر وبما إنك لسه معرفتش يبقى ده مش الآخر	0
شهداء الكره المصريه	0
يحب يساعد الغير	0
حتى صافي سعيد مليان بالحجج والادلة الكاذبة والخائنة	1
ادعولي اطلع من مركز تدريب تكون امي خفت و الامور بقت احسن	0
عامين و انتي تنزلين و تشدين من بيتك لـ بيت القصيده لـ صدري	0
راجل	1
لاني أحبج وأنا بعد أحبكك ككككيييععععففف ييكككرربوووبي خصوصا ذا الفيس	0
حم لت أحد مقاطع فيديو پیسكردنی ژینگە	0
ربنا يرحمه يا رب ويغفرله	0
السعادة في دفع فاتورة المطعم سامعة حبيبتي	0
حيوان و قليل حياء و جاهل و عيب باش تنسبوه للثقافة	1
لو هتعيش الدور علينا ف احنا اصحاب العمارةpic	0
و من حبيبك مليون مره	0
لو بصير الهاشتاغ	0
غير ح بك ما إلي بهالدنيا دار	0
توا وفى مسلسل زازة و نجلاء و كرارز عبلا و هاو جاكم مسلسل منال عمارة و كاديريم و المنقالة و الكبوط و رأس اللمبوط برعاية قناة الحوار الراعي الرسمي لكل ماهو عار و خنار	1
جبرتني ابتعد و انا ما نويت خليتني اقسى عليك وانا	0
كيفاه هو لي دار رايس فهمنا	0
دكتور انا اعرف واحد ابخل منه احد الطلبه ايام السكن الجامعي اذا جا يوم الجمعه السكن ركب البطاريات في السنطور المنبه ويوم الأربعاء وهو رايح لمدينته يطلع البطاريات من المنبه ويحطيهم بالكبت	0
مصالحة ماذا أيها الأبله	1
عاهرة مراجل	1
تبالحرام حرام فيكم الضوءالي تستهلكو فيه ملا تفاهات	1
نعم يوم تشوف بعينك يا كلب موزة	0
لما ضياعي يكو ن بع يونك جاوبني كيف اتأملك	0
تقول عليه مهرج	1
سبحان الله وبحمده عدد خلقه ورضا نفسه وزنة عرشه ومداد كلماته	0
بلطي راك معلم	1
وجوه مقلبة سبحان الله	1
دا مش ميد تيرم دا فاينال متنكر	0
ياسر تحفونة	1
يا بية إحشم على روحك جاية تعري في أكتافك راك عملت العار	1
برافو سلام مسيو	1
نفسي يرجع كلشيء كويس واحسن من ماكان احس خلاص يارب	0
أحلى كعبة مش عادي	1
بري يكب سعدها و سعد الي جابها في التلفزة هاذي كان جات بنتي و لا اختي راني كليتها ماكلة بين سنيا لا تحشم ولا تجعر وينوا والديها تبارك الله التربية والاخلاق ملا كعبة كاسبنها والديك	1
فارس عوض و فهد العتيبي شبه تم الاتفاق للرجوع مره اخرى لقنوات اخيرا اخبار جميله امس واليوم	0
قلتها وقالت عييويني ي بعد عمري وكوني حبك بقلبي جنوني جاوب وقلي احبككك	0
خل اخابر ابو اصيبع	0
ماااااااااسط حتى بالقارص ميتهضمش	1
برافو توفيق وراس لحنينة ما فهمت منك شي	1
ريم فنانة و عليها لكلام ماشاء الله عليها خلقة و خلوق و عمال وتزيد تزيان و حظور راقي منورة الشاشة التونسية بالحق كانت حلقة استثنائية بوجود نجوم كيما ريم و هشام و زيد جابولنا انصاف روعة	1
يالليالي خبريهم إن قلبي مانسيهم	0
نحترميك اماااا يا هشام نقص اشوية نفخة	1
يا كلاب تفوه عليكم يا اعلام الحجامة اتحداكم تجبدو السبسي يا اعلام العار	1
الأحمر خاصة و البنفسج	0
مبادره جميله تمنيت يكون الي في الصوره اغلبهم قطرين	0
فى مثل بيقول ما ضاقت إلا أما فرجت أنا دلوقت فى فرجت	0
نحن نعشق الحوار التونسي	1
الل ه م أ عوذ ب ك م ن ش ر ن فسى وش ر الشيطان الر جيم ي ا الله	0
نور شيبة البغل يسب في القاضي الرحموني زمن العهر	1
أمين كل يوم اتزيد في البهاما قداشك ابهيم بالقوي برجولية	1
طحين تلحيس موش راجل	1
مع الوقت رح تكتشف انك تعيش لوحدك بمعزل عن الحب او الصداقة او افضل لالك واريح لراسك لانه مجرد التفكير فيهم رح يدووشوك ف تعيش لحالك ب انه تشتغل وتبدع واطور من نفسك وقتها رح يصيرو همه يطلبوك وبعدها رح ترفضهم كلهم لانك وصلت لمرحلة السلام النفسي	0
كان قسملي سمح الطله معزومين إيميلي كله	0
بري روحي مخيبك	1
كمشة معاقين و طحانة	1
ياقو عليك ربي ياسامي	1
شعب تاافه الى اقصى درجة فيقو نيكو	1
ممثلة قديرة وتستحق كل احترام	1
محلاك يا ريم قداش عندك شخصية ووهرة وكار هههههه	1
يازعم ان العراق لقى خير بعد ما تم خيانة صدام اخرص عن اليمن رحم الله البطل صدام حسين المجيد	0
اللهم ارحمهم و اغفر لهم	0
مش كل حاجة بتضيع من ايدينا بتكون مناسبة لينا أو هتكون سبب سعادتنا في حاجات لو مضاعتش هاتضيعنا احنا فالأحسن نسيبها تضيع ولو نصيبنا فيها وخير هاترجع ولو مش خير ربنا هايعوضنا بالأحسن والذى لم يأتيك به الله وب كيت عليه س تحمد الله عليه غد ا	0
دي بكاااااااااااسي الأصم	1
اسأل الله أن يجعله عبرة وآية كفرعون	0
تونس برجالها ربي يحميكم	1
محلاكوم ازوز ربي ايهنيكوم	1
نريد صناعة ادوية ومكملات غذائية فالاسعار بعضها ب ٢٠٠ و١٥٠ وو بينما تشتريها من الخارج مع الشحن ب٢٤ريال منها تشغيل عيالنا واقتصادنا	0
أحمد خريف عنصر و ناشط حراك برج بوعريريج	0
بلعوطة	1
اما عاد ذحين اختبارات نهائية	0
تستاهل الطيب يابومحمد لاعدمتك	0
راسلني على الخاص	0
قمة عار انوا ناقشوا في موضوع محرم في دين اسلامي نهى عليه القران والله شي اسف انو نشوفوا كيما هل اشكال في اعلام هدا بلصتوا الحبس موش طالب بحقوق زايد والله ان لم تستحي افعل ماشئت	1
مداومين شفتات علي انتوا	0
حبي حبي حمدشششششششششي	0
بداية محترمة	1
الأخونجيه يعملون بروفات وتمثيل لتصويرها للناس على أنهم مصابين وهجم عليهم الجيش المصري قال سلمية	0
بصارحة انت معلم	1
شوفو اشنو قال حمزة الحزين على المقاطعة بعد خروجه من غياهب السجون	0
والله من اجمل ما قرات لك اتمنى ان تكتب عن الام	0
مكتب اي احا انتا بتذاكر بجد ولا اي ده ملاحه يعني درجه ي علي انشف كده اومال	0
وهو ما استغله المو جيدا في مواجهته مع الاتليتي لما يحكم هذا الحكم	0
أجمل ما في الدنيا آش مزلت تحب	1
ملة قعر	1
يصاحبى مشهد من فيلم والله	0
المتخلف هذا	1
حسين الديك والله حفلها منور كلام الناس و منور تونس و باش تنورنا في سوسه	1
ما يعجبنيش	1
جهاد جريشة مستحملش العك ده واتصاب	0
الاداره دي ماده مش لاقيه حد يلمها	0
عودة زيدان وحدها تكفينا لكي ننسى كل ما حدث هذا الموسم	0
بعد ما فات الفوت ثبت على التشكيلة بعد ما ضيع فرصة الفوز بالدوري و المركز الثاني و الثالث	0
السعودي اولى في كل الاحوال نوظف جميع السعوديين ومن ثم نسد الفراغات بالمقيمين الا في بعض المهن التي لا تناسب السعودي	0
صوتك روعه لكن الهي بروحوك الشويه عرفينك الراجل دبرتيه	1
مريض ربي يشفيه التجمع والرجلة ما يتقابلوش يا قواد يا مسخ	1
عبد الفتاح كلامو كبيييير والسانو يغزل لحرير	1
غير يسلم النسكافي معاش نبوا منهم شئ	0
عااااجل انطلاق مليونية برشلونة لدعم الحراك الشعبي بالريف	0
مرجتونا بواحد ما يستاهلش التلفزة ديما يتيتم	1
حسان من الجزاير تفوووووو	1
صقيطه فجيره وسيخه قبيحه أعمل بيهوم غنياء	1
شكله راح يهرب من بيب	0
مزال دقيقة وتبدا لعبة الجمعة اللي بوشريك بياكل على راسه فيها اليوم	0
تتشرف أنك تجمعي اذا انت في مزبلة التاريخ يا سقط المتاع	1
برج ما يحب انك تبدي رأيك باشياء هو سواها وخلص لا تجي تقوله ليش سويت لانه يكره انك تتدخل بعد ما سوا الشي	0
هادا الفاسد عندو واحد يتبع فيه معناتها شعب ميبون	1
توفيق يا تافه و الحاجات إلي تعمل فيهم ما يظحكوش كيف ما عملت وقت مدام يمينة تحكي أنتي ماتحترمش لعباد ولكن هي كانت أرقى منك و زادتك حقرة و تقزيم أحترم تحترم و ةما يعطيوك دور العساس و الصباب على خاتر هاكي حقيقتك صباب و بيوع	1
هو ليش عامة المصمم خلقه ديق انا طلبت كم تعديل بسيط وكانت هادي النتيجة الحمدلله اجت على قد هيك لما المصمم يعصب على العملاء الرائعين متلي	0
علاش نخاف وعندنا فووديء ليسسساء باقي	0
لا خلاص قلق ايه انتهي وقته دي النتيجه بكره دلوقتي وقت يا تري هروح فين بعد النتيجه ما تظهر	0
كل يوم يزداد إحترامي لهذا الشخص أرجوكم تعلموا منه فمن الصعب أن يأتي الزمان بشخص مثله	1
جعفور يا معلم	1
هــــــا لە كەیەوە ڕەگەزپەرستی بووە بە پێوەر بۆ كوردایەتی	0
و انا فين ها انا فين في الخطه دي كلها	0
أعجبني فيديو من من قوة الشوط قام يبربس كهربني	0
ما عندي مشكلة يتظاهروا بكل الساحات بس تقطيع الط رقات هو جريمة بيستفيد منها بس الحريري ليضغط ع بقية أطراف السلطة ليرجع بشروطه	0
راک ماسط راک لاسط راک سلعة کلخة ما تشيخ الراست	1
استغفر الله العظيم وأتوب اليه ربي اشرح صدورنا ويسر امورنا	0
وجيهة وجيهة في أعمالها ووجتها في التمثيل تشرف	1
تفوووووه عليك لعنة الله عليك حسبنا الله ونعم الوكيل	1
فالكاو افضل من كافاني هذي نقطة ونقطة الخ خلي نكسر عيون مشجعي الاتليتكو	0
مجلس الدوما الروسي إغلاق الأجواء السورية وإسقاط أي طائرة إسرائيلية تخترقها	1
ملا لعب ماسط واحد اوليلو سكر و دم بش هوما يضحكو	1
رائعة تلك القناعة التي تملئني بأني لست أفضل من غيري ولكنني أملك قناعة قوية تجعلني أرفض مقارنة نفسي بأحد	0
برشا ضحك روعة	1
يومي بسنة فضل شاكر	0
انتقل الى رحمة الله تعالى العم عناد مهنا العجيل الدفان اليوم بعد صلاة العصر في مقبرة الصليبيخات	0
شكرا لك عزيزي	0
ياخ انا ضحكت لمن دموعي نزلت	0
صحت أحوالك مساء وصبااح الورد	0
ما عمره ما ينجم يكون اعلامي حتى لين يتعلم يكون حيادي	1
برجولية معلم	1
ولاد الهجالة موش مفيدة	1
حظار حظار تلقي دقار كضب كضب تلقي ركب	1
لست بخير ولكني أقاوم	0
بف بف شكيب مرزنووووووووو	1
تبركلا عليك	1
لا شكرا هي له	0
الى مزبله التاريخ يااولاد الزنا والعواهر اللعنه على ابو بكر وعمر	0
رساله لكل مواطن فى مصر انا اسف انا اسف لكل سيساوى لكل اخوانى مسلم او نصرانى او حتى يهودى انا تايه فى بلدى	0
و ه و ع ي ب أ ل ت ط ب ي ل أ م أ ل ه ت رق ص ي ه م أ ز أ ي أ ح ن أ ګد ه ب ن ط ب ل و ه ن ف ض ل ګد ه ع ل ي ط و ل و ل أ ي ه م ګ ط ب ل ي ل ح د م ت ق ط ع ي ن ف سه م م ن أ ل رق ص	0
ربي يحفظكم يا ابطال	0
لعنة الله عليكم	1
الدور متاعها خلاها هكك اما محلاها في طبيعتها كوثر بالحاج بالاخص عندها ضحكه عالميا	1
تحفون ههههههه	1
على انا صوت تحكي على قطوسه تمغوق و تتعصر بربي هالمنضر لاعاد تعطوعا اهميه كبرتولها راسها كان باللهوه اووووف مرزنها	1
ممسطك يااا شكيب ومبلدك توا حقا حقا توري في روحك قداكشي جاهل ومختلف والله بلاسطك موش غادي أما الله غالب	1
لم يك ن حبك شيئ ا م خطط له و جدتني فجأة أ حبك في إزدح ام يومي وبين جم يع افكاري حتى إنك أصبحت الفكرة الو حيدة التي أ مسك بطرفه ا لأنج و	0
لا يوجد سبب واضح بالنسبة لي	0
واش بدر هاري لاعب غدا ولا اليوم هههه	0
رياضية وفنانة صناافة ممتاز ربي معاك	1
شكرا على المسلسل	1
اعزكم الله يا اهل السلطنه شعبا وسلطان	0
كنت برد عليه بس انت ما قصرت عدمته ي فهد	0
موفقين يا كبادي اي ميس يو يا بيضاء	0
ماسط لاسط والله جايبينو زايد سود وجهك تولي تضحك ملا مناظر يجيبو فيها ما عرفتش شني محلو من الاعراب انشالله العام جاي ينقرضوا ناس هاذهم	1
أججمل وقت معاكن والطرب اللي يجينا لما نلتموا وحشتني بككل	1
يعرف آش يقول و واثق من روحو	1
تحية وتقدير للقاضي الشريف	1
لا هتشتم هنشتم معلش احنا بنتلكم	0
تحية لسي ناجي	1
هذى مثلت فيلم واحد وزيد تافه وتتعدا على سيدها اللندلسي وتتحاور مع وليد انا مع سنا بن عايشة طاحت قبل ما تقوم	1
لعنكم للله	1
عتبي على امرأة تحملت حمل اشهر فقط كي تنجب ناقصا مثلك ينتقص منها	0
ٱلعٺاب هو دليل المحبہ ٱما ٱلصمٺ فهو بدايہ النهاية فلا ٺحزن من شخص يعاٺبگ گثيرا لأنہ يحبگ بصدق ۆلگن ٱحزن عندما يقرر الصمٺ ۆٱلرحيل بهدوء	0
اللي مشافش إحتفال لاعيبه فرنسا بكاس العالم يشوف إحتفال لاعيبه الزمالك	0
راجل طيب فوزي	1
مخيبها في الدور هذا و زيد وجها يخوف كيقربوها	1
في هذه الجائزة لم تكون موجودة اصلا الجائزة بدأت في وفاز بيها ميسي وبعده انييستا واخر واحد ريبري	0
نتمني تطوف المليون سايح خلال السنوات القادمه	0
حقيقة شيء مخزي وعار على الامة العرية كل هذه التفاهات التي يقدمها اعﻻمها سواء في تونس او غيرها كل ما يبثونه من برامج ﻻيتناسب مع ما نحن فيه وﻻ يخدم قضيتنا التي تركناها وتفرغنا للمسلسﻻت التافهة والبرامج القذرة التي تنخر افكار شبابنا وعقول صغارنا وهذا ما يريده الغرب ان نبقى غافلين عما نحن فيه امتنا تشتت وثرواتنا تنهب وشبابنا يقتل ويكفر في بعض تبا لهذا الاعﻻم ولهذه القنوات الفاسدة التي ﻻ تصلح لشيء اﻻ الى زرع الفتنة و اشاعة الفاحشة وتدمير القيم والاخﻻق	1
سامي مبدع بصراحة	1
فاشل	1
حمد الله علي سلامتك يا عمهم	0
انتي قدها يا نودي ربنا معاكي	0
مدرسة فتاية جابونا علي الفاضي والله بس كان يوم جامد	0
يا معلم	1
فسدت برنامج الراجل بضمارك الثقيل	1
خساره للي ما يدري باي لحظه لزوم يثور زلزلها تهز القاع دمر كل حديد السور عمرالفرا	0
يا عليم يا كريم ارزقني و ارزق كل المسلمين	0
تحياتي انت مواطن يلزم يتعلمو منوا باااااارشا عباد و يكون مثال ليهم و قدوة رسالة ياسر حلوة شكرا شرفت تونس	1
هذا التقدم ولا لوح مستوى المسلسل منحط	1
حمزه نمره يضم صوته لكل دكه احتياطي ف العالم ادعموهم بالمعلش	0
عسل عسل عسل عسل	1
مازلت بالعهد المقدس مؤمنا	0
ولعل ما ترجوه سوف يكون	0
مصطفى الدلاجي يعجبني و صوطو تحفون برش	1
متوسعش دايرتك الا باللى يستاهلوا	0
çaaa وي راسي معمر بارح راطيت راطراباج تع مادة مهمة و دوقا راني نخمم كيفاه نفريها	0
يا حي يا قيوم برحمتك أستغيث أصلح لي شأني كله ولا تكلني لنفسي طرفة عين	0
اتمنا المشاركه في كأس الخليج بالمناخب الاولمبي بسنا فضايح بنلقاها من فيتنام والا من منتخب ال٢٠٠ جنسيه	0
أستغفر الله والحمدلله ولا إله إلا الله والله أكبر	0
أطيب التهاني والتبريكات إلى دولة قطر الشقيقة قيادة وشعبا بمناسبة كل عام وانتم بخير	0
كده الحقيقة هتبدأ توضح	0
قناتكم عملت الريحة	1
ﻣﺎﺳﻂ	1
يا ناري يا تونس على بناويتك كيفاش ولات	1
تونس مشاركة في الدورة لصالون	1
دموعك غالية علينا يا كبير والله وان شاء الله هنكسب يارب	0
جروس مدرب حمار ومش بيلعب نجمه الفرقه ايمن حفني	0
ما حبوش يفهموا الي هالخامج شكيب تافه ملايكتو رزينة ما يجي شئ	1
ولد منطقتي ربي معاك	1
جعفور انسان خلوق و متربي و ولد عايله	1
جميلة أنت حينما تبتسمين و تصيرين أجمل حينما تتحد ثين و أنت كما أنت بما تحملين أجمل الحاضرين	1
اها انا عادي قدم المشيئه يا جدع	0
الله م أمانا م ستقرا بقلب ي	0
لماذا تبيع المانيا السلاح إلى السعودية وهي تعرف من تحارب هل الإستخبارات الألمانية مغفله لدرجة أنها لم تعلم حقيقة الحرب على اليمن أم القصة مصالح مالية وبعد فضيحة خاشقجي الكل يريد اقتطاع نصيبه من الغنيمة السعودية المهم شعب اليمن من دفع الفاتورة الأغلى للآسف	0
الحمد لله يا ربي هاذي الحلقة تعدت خفيفة و تحفونة منغير الهرج متاع السياسيين يعطيكم الصحة ما فقتش بالوقت كيفاش تعداا	1
سلعة كلبة	1
احسن ممثلة في تونس	1
مفكر ماذا أيها الأبله	1
ممسطو ومركو ملا منطق	1
الحمد لله برافو	1
نكرها	1
جمهورية الطحين	1
وعليك وعلى أسرتك بألف خير يارب	0
إذا إنعدمت الأخلاق والقيم فمرحبا بك في تونس أين يمكث المثقفون الزائفون الطاهر بن حسين و أشباه الممثلين رأفة عيادي والإعلام المنحاز قناة الحوار التونسي دورهم تبييض وإحداث ضجة وزرع الفوضى والدفاع عن مسائل تتعارض مع القيم الإسلامية ما يسمى ب المثلية الجنسية التي بدورها هي قيم كونية فإلى أين بهكذا توج هات و مقاربات و برامج من يتصد ى لهذه المسرحيات سيئة الإخراج والإنتاج أختم بقول الله سبحانه إ ن ال ذ ين ي ح ب ون أ ن ت ش يع ال ف اح ش ة ف ي ال ذ ين آم ن وا ل ه م ع ذ اب أ ل يم ف ي الد ن ي ا و ال آخ ر ة و الل ه ي ع ل م و أ نت م ل ا ت ع ل م ون سورة النور الآية	1
عيب في شهر رمضان و عايلات ملموة و نشوفو حاجات هكة شىء يحشم راهو مزال اولاد و بنات عايلات موجودة	1
مبارك يقلب الطاولة بحوار ممنوع من العرض السيسي ليس مصري الاصل	0
اعرفهم وشايفتنه بس انا محد طبعا هه	0
الحراك بحاجة لمؤتمر جامع وحوار حراك حراك و كذلك ان لم نحسن الظن فيما بيننا و نعمل على تأسيس لجنة تمثيل و حركة شباب الحراك فلن يكون للحراك الشعبي في المستقبل اي اثر الحراك الشعبي يملك القوة و الكفاءات لانشاء حكومة و ليس فقط	0
نحيتو بصلة حطيتو راس ثوم	1
تفووو عليكم كان تجو عباد كان الوبنة و الطحين	1
أحترماتي	1
قالوا الغيرة تقتل تنغاضوا على الأقل 3محرز يسجل أمام الفرق الكبرى	0
معلم امين مريقل	1
ابطال والله وبالنسبه لجماعه الرمي الخبصونه ع اساس هم ما سامعين رمي هو كل يوم رمي تكول عايشين بجبهة	0
قبل فيس بوك توا انتقلت العدوى للتويتر	0
عبيطة	1
قصبا على ابو الزهايمر واتباعه الخرفان سنلعب خارج المهلكه	0
إنسان لا يعرف معنى الحوار و بربي سيب النهضة راك عملت العااار	1
نبزق على القناة و نتعدى تفوووووووووووه	1
صافي سعيد موسوعة	1
متكبر شوية	1
ططالع زى خخالتو حبيبتى ي نانا	0
ربي يعينك يا صطوفة	1
يا قلبي مستقبل برشلونة	0
لەپێناو هۆشیاركردنەوەی هاوڵاتیان هاتوچۆی گەرمیان داوای هاوكاری لە مامۆستایانی ئاینی دەكات	0
أهلا وسهلا فيك ياغالي	0
سلام مسيي مارق و رزين وماسط	1
انا ماتصورتش بالكاميرا يا ادلعدي	0
أخي الكريم طلبت منك حساب نتفليكس لو تكرمت الله يرضى عليك إذا ما كانش ممكن رد علي وأنا اوعدك ما نزيدش راسلك على الخاص شكرا	0
هان ك ل الذي كان لايه ون	0
فنان بكل ما في الكلمة من معنى رجولتك و مواقفك تحكي عليك نحترمك برشا و كل ما نراك نقول مازال الخير في الدنيا و في هلبلاد اللي الدين اصبح فيها تافه و حاجة ثانوية و على فكرة محلا ضحكتو	1
انا اروح لبريده عشان البيك انا اجيبه الى حدي	0
حسين عبدالغني قبل سنه اصيب بالرباط والان افضل لاعب سعودي	0
زنديق	1
ربي معاك ومعانا بنيت عمي	1
وان كان تنشد عن علومي ي غناتي الشوق زايد وحالتي م تسسرك	0
قليل الحياء	1
تافهة ومغرورة وجحشة فاهمة الحرية بلغالط مسكينة	1
ترا حتى اليوم بطلع ومابفتح تويتر وبروح السبت الجامعه بعد اسلم البحث وش هالحياهpic	0
نبزق على القناة و نتعدى تفوووووووووووه	1
المرزوقي اشرف منكم	1
قوية	1
و من داخل قفاف	1
الشيب والعيب	1
ربي يحفظك يا عايشة اما رد بالك راك مازلت صغيرة و المستقبل قدامك	1
انو ريتو يسلملي هالوووووجه	0
يا عم ما أنا اتطفحت ٤ سنين وما كلتش بردو بيض باللانشون	0
وجيهة الجندوبي ما ان جم نقوللها كان برافوووو و بتوفيق نشاء الله	1
انسان مثقف	1
تعجبني في أخلاقها و راكزة في كلامها من أحسن الممثلات في تونس	1
شويه حقير التيس	0
ياك كنت تقوله السيد اويحي حوالي اشهر مضت لماذا تتقلبون صاحب الحق لا ينتظر ان يسقط الظالم لكي يتكلم و انما الجبان هو من يتقدم و يظهر القوة بعد انهيار الخصم قسم الله ظهوركم ياقناة الاخوان	0
قول ياسر قلة حياء و قلة تربياه	1
جمعت نجمة في من ايفون أندرويد	0
محلاك و محلى جبتك	1
تحب تعيشوا الناس في الخيال التافه متاعكم رمضان و قلة حيا أش بش تلقوا فعلكم	1
مسكينه تونس الناس الكل طامعه فيها كيف الصبيه ماعادش يحكم فيها حد خذات الحريه تتراقص عليها الذيوبه	1
مزبلة مصرجلبت لنا العار	1
عليك الله ٢ كيلو فخده و كيلو سنكيت	0
اللهم أنت عضدي وأنت نصيري بك أجول وبك أصول وبك أ قاتل	0
دور هذا و مرت بيرم متاع دبي ههه لا علاقة و فسدوها بالطمع	1
ووه مامسطك ياتوفيق ياغربي بالله اتفرج في الاعادة وشوف اكا التهريج الي عملتو ياولدي السماح فيها الثقافة الي تمثلها انت في الاخير نقلك الحق موش فيك امافي اللي جابك للبلاتو يامهرج والله حتي كلمة مهرج خسارة فيك	1
الزمالك قدم بطولة رائعة و استحق الفوز و يجب الاعتراف ان الزمالك قدم موسم اكثر من رائع	0
أنا عرفته زمان كان يبيع القات في ضحيان أو في العند وكان مقوتي ممتاز ثم مع الحوثيين كان الحاكم في ضحيان وكان مجرم فيهم جرم ممتاز	0
نحبها	1
الل ه ـم عاف ـني في ب د نـي الل ه ـم عاف ـني في س م ـعي الل ه ـم عاف ـني في ب ص ـري لا إله إلا أ ن ـت	0
لآ ش يء ي ستحق العنا ء أهتم ب م ن ي هتم بك و أرحل ع م ن ر حل ع نك و عا مل كما ت عا مل وإنتهى الأمر	0
اشكر ياعلاء جزيل الشكر على الاعمال الخيرية اي تقوم بها وان شاء الله يوصل كل غريب لاهله	1
اللهم صل علي سيدنا محمد وعلي آل سيدنا محمد الطيبين الطاهرين	0
بصاراحا فله شرفت المغرب العربي صوت قوي ومميز روعه	1
انحبك	1
حبيبي يسطا خلقة ربنا هنعترض	0
خلي بس رمضان ينتهي الشيطان بجيبا ليك	0
والله شنو نقولك	0
انتبه للخرزه الي ورائك ومالك في الناس	0
الله غالب ما تعجبني في شيء	1
اعوذ بالله من الشيطان الرجيم حاشا خليقت ربي ثعلب ب أتم معنا الكلمت	1
ما شاء الله	1
ابدعت اخي عبدالحكيم بس للاسف اغلب الردود هنا تندد ولاكن الواقع عكس ذالك هنا رد ولما تجي تشوف الواقع اغلبهم يتابعوهم حمقى المشاهير البعض	0
ملا سلعة لا أخلاق و لا تربية و لا منظر	1
عملوه تكركيرة ملة فضايح	1
عيلة الأب ممكن تكون من أكبر المشاكل ال بتوجهك في حياتك	0
ياسز حلوة	1
الناس كلها تطيح بالحب الا انا اطيح بالمشاكل	0
مسااء النور والسرور	0
تو بربي هاذه عبد تحكيو عليه الراجل ظربو الزهيمر وزيد مستواه منحط يسب في الجمهور	1
ماصط لاصط	1
لعن الله على لي ما يستحي	1
الله حرمها إيذاء النفس حرام	0
معجبنيش بيرم كيفاش يأمر في أمو و يهدد فيها	1
